replication,apk,category,generating_script,option_under_investigation,true_positive,successful,time,total time,completed,category_precision,category_recall,category_fmeasure,is_tp,is_fp,is_fn,sum_tp,sum_fp,sum_fn,run_precision,run_recall,run_fmeasure,aliasalgo,aliasflowins,aplength,callbackanalyzer,codeelimination,cgalgo,dataflowsolver,analyzeframeworks,implicit,maxcallbackspercomponent,maxcallbacksdepth,nocallbacks,noexceptions,nothischainreduction,pathalgo,pathspecificresults,onesourceatatime,onecomponentatatime,enablereflection,singlejoinpointabstraction,staticmode,taintwrapper,num_timeouts,tp,fp,fn
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,32557,2904714,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,TRUE,20854,4515949,1,1,0.833333333,0.909090909,1,0,0,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,32557,2904714,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,TRUE,14945,3018046,1,1,0.833333333,0.909090909,1,0,0,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,32557,2904714,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgonone.xml,aliasalgo,TRUE,TRUE,18955,4425122,1,1,0.833333333,0.909090909,1,0,0,76,7,86,0.915662651,0.469135802,0.620408163,NONE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,32557,2904714,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgonone.xml,aliasalgo,TRUE,TRUE,14671,3051344,1,1,0.833333333,0.909090909,1,0,0,76,7,86,0.915662651,0.469135802,0.620408163,NONE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,32557,2904714,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgonone.xml,aliasalgo,TRUE,TRUE,13603,2739262,1,1,0.833333333,0.909090909,1,0,0,76,7,86,0.915662651,0.469135802,0.620408163,NONE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,32557,2904714,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,TRUE,28468,2858805,1,1,0.833333333,0.909090909,1,0,0,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,24704,4603089,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,TRUE,20854,4515949,1,1,0.833333333,0.909090909,1,0,0,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,24704,4603089,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,TRUE,14945,3018046,1,1,0.833333333,0.909090909,1,0,0,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,24704,4603089,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgonone.xml,aliasalgo,TRUE,TRUE,18955,4425122,1,1,0.833333333,0.909090909,1,0,0,76,7,86,0.915662651,0.469135802,0.620408163,NONE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,24704,4603089,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgonone.xml,aliasalgo,TRUE,TRUE,14671,3051344,1,1,0.833333333,0.909090909,1,0,0,76,7,86,0.915662651,0.469135802,0.620408163,NONE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,24704,4603089,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgonone.xml,aliasalgo,TRUE,TRUE,13603,2739262,1,1,0.833333333,0.909090909,1,0,0,76,7,86,0.915662651,0.469135802,0.620408163,NONE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,24704,4603089,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,TRUE,28468,2858805,1,1,0.833333333,0.909090909,1,0,0,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,14241,3021728,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,TRUE,20854,4515949,1,1,0.833333333,0.909090909,1,0,0,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,14241,3021728,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,TRUE,14945,3018046,1,1,0.833333333,0.909090909,1,0,0,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,14241,3021728,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgonone.xml,aliasalgo,TRUE,TRUE,18955,4425122,1,1,0.833333333,0.909090909,1,0,0,76,7,86,0.915662651,0.469135802,0.620408163,NONE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,14241,3021728,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgonone.xml,aliasalgo,TRUE,TRUE,14671,3051344,1,1,0.833333333,0.909090909,1,0,0,76,7,86,0.915662651,0.469135802,0.620408163,NONE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,14241,3021728,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgonone.xml,aliasalgo,TRUE,TRUE,13603,2739262,1,1,0.833333333,0.909090909,1,0,0,76,7,86,0.915662651,0.469135802,0.620408163,NONE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Threading/Looper1.apk,Threading,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,14241,3021728,1,1,0.666666667,0.8,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Aliasing/SimpleAliasing1.apk,Aliasing,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,TRUE,13542,3018046,1,0.5,1,0.666666667,1,0,0,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
1,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Aliasing/SimpleAliasing1.apk,Aliasing,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aliasalgolazy.xml,aliasalgo,TRUE,FALSE,9141,3021728,1,0,0,0,0,0,1,62,10,100,0.861111111,0.382716049,0.52991453,LAZY,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/asm140830/Documents/benchmarks/DroidBench30/benchmark/apks/Aliasing/SimpleAliasing1.apk,Aliasing,/home/asm140830/Documents/git/AndroidTAEnvironment/configurations/FlowDroid/1-way/config_FlowDroid_aplength5.xml,aplength,TRUE,TRUE,28647,4515949,1,0.5,1,0.666666667,1,0,0,84,12,78,0.875,0.518518519,0.651162791,FLOWSENSITIVE,FALSE,5,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,FALSE,NONE,100,-1,FALSE,FALSE,FALSE,CONTEXTSENSITIVE,FALSE,FALSE,FALSE,FALSE,FALSE,CONTEXTFLOWSENSITIVE,DEFAULT,0,1,0,0
